Name           Surname        HW1            HW2            HW3            HW4            HW5            HW6            Exam           
Name8336       Surname8336    7              5              8              6              4              6              1              
Name8337       Surname8337    9              2              10             3              2              1              8              
Name8338       Surname8338    6              7              3              7              10             5              9              
Name8339       Surname8339    4              8              9              2              6              7              8              
Name8340       Surname8340    0              6              0              8              2              3              9              
Name8341       Surname8341    8              7              4              0              3              8              5              
Name8342       Surname8342    8              4              1              0              0              10             10             
Name8343       Surname8343    10             9              4              7              8              9              5              
Name8344       Surname8344    7              7              7              4              9              6              2              
Name8345       Surname8345    5              7              2              10             5              0              9              
Name8346       Surname8346    5              6              7              10             6              9              0              
Name8347       Surname8347    3              1              2              10             2              2              10             
Name8348       Surname8348    8              6              9              2              5              8              6              
Name8349       Surname8349    1              4              8              3              0              9              6              
Name8350       Surname8350    5              1              0              8              0              4              7              
Name8351       Surname8351    6              10             0              4              8              4              0              
Name8352       Surname8352    9              4              0              9              3              3              10             
Name8353       Surname8353    7              7              2              9              4              3              4              
Name8354       Surname8354    5              3              2              0              6              5              3              
Name8355       Surname8355    9              3              7              3              0              7              4              
Name8356       Surname8356    8              5              7              10             8              9              2              
Name8357       Surname8357    4              5              1              10             3              10             7              
Name8358       Surname8358    3              6              0              2              10             10             7              
Name8359       Surname8359    3              3              6              6              8              6              1              
Name8360       Surname8360    3              0              5              2              7              2              2              
Name8361       Surname8361    7              5              9              3              3              8              7              
Name8362       Surname8362    9              9              5              0              0              1              3              
Name8363       Surname8363    10             4              0              9              6              4              4              
Name8364       Surname8364    9              6              2              9              6              5              10             
Name8365       Surname8365    8              10             4              6              7              4              2              
Name8366       Surname8366    10             9              3              6              2              8              5              
Name8367       Surname8367    3              7              2              1              10             7              1              
Name8368       Surname8368    9              0              7              9              0              0              2              
Name8369       Surname8369    1              1              7              3              5              5              3              
Name8370       Surname8370    8              3              4              7              2              6              9              
Name8371       Surname8371    2              7              7              1              8              8              2              
Name8372       Surname8372    1              2              3              2              4              2              5              
Name8373       Surname8373    9              0              0              5              2              8              10             
Name8374       Surname8374    1              6              2              7              9              4              1              
Name8375       Surname8375    5              8              8              9              4              3              8              
Name8376       Surname8376    6              2              7              2              6              6              9              
Name8377       Surname8377    7              9              8              5              3              3              6              
Name8378       Surname8378    8              4              8              1              1              2              0              
Name8379       Surname8379    4              6              1              7              10             2              8              
Name8380       Surname8380    10             9              7              10             5              1              10             
Name8381       Surname8381    6              4              5              4              6              2              7              
Name8382       Surname8382    6              1              7              1              8              8              2              
Name8383       Surname8383    9              6              7              4              7              9              1              
Name8384       Surname8384    9              4              8              10             1              0              1              
Name8385       Surname8385    1              3              5              3              6              7              2              
Name8386       Surname8386    2              2              0              1              1              10             8              
Name8387       Surname8387    0              10             6              8              3              10             2              
Name8388       Surname8388    1              6              0              4              9              9              0              
Name8389       Surname8389    7              1              10             4              0              6              7              
Name8390       Surname8390    0              2              9              6              2              6              3              
Name8391       Surname8391    3              7              6              10             0              5              8              
Name8392       Surname8392    3              9              1              9              9              10             6              
Name8393       Surname8393    9              8              0              6              1              9              6              
Name8394       Surname8394    7              8              10             9              5              7              3              
Name8395       Surname8395    2              2              9              10             10             5              9              
Name8396       Surname8396    6              2              6              6              9              8              3              
Name8397       Surname8397    7              9              2              6              3              10             3              
Name8398       Surname8398    9              5              5              3              8              0              4              
Name8399       Surname8399    9              9              0              4              8              7              0              
Name8400       Surname8400    1              9              7              4              5              6              1              
Name8401       Surname8401    10             5              10             2              10             8              8              
Name8402       Surname8402    3              5              6              1              2              10             1              
Name8403       Surname8403    8              7              6              7              4              2              3              
Name8404       Surname8404    8              0              3              2              8              9              9              
Name8405       Surname8405    10             3              7              2              0              3              4              
Name8406       Surname8406    5              4              0              2              6              4              4              
Name8407       Surname8407    10             5              8              0              5              2              2              
Name8408       Surname8408    9              4              1              7              9              10             4              
Name8409       Surname8409    3              4              6              3              1              7              9              
Name8410       Surname8410    2              7              10             1              5              5              4              
Name8411       Surname8411    7              1              3              7              9              10             1              
Name8412       Surname8412    5              6              9              8              9              6              5              
Name8413       Surname8413    1              7              10             1              4              1              1              
Name8414       Surname8414    3              7              7              4              8              0              2              
Name8415       Surname8415    7              9              8              7              2              7              3              
Name8416       Surname8416    3              6              2              10             1              3              2              
Name8417       Surname8417    7              10             10             5              5              0              4              
Name8418       Surname8418    6              3              6              3              6              0              3              
Name8419       Surname8419    9              3              8              0              6              3              5              
Name8420       Surname8420    7              0              5              9              8              7              0              
Name8421       Surname8421    4              3              8              4              8              4              6              
Name8422       Surname8422    9              8              7              0              4              0              2              
Name8423       Surname8423    10             1              7              5              0              9              0              
Name8424       Surname8424    7              6              5              4              5              10             9              
Name8425       Surname8425    9              2              6              8              6              7              0              
Name8426       Surname8426    8              7              7              1              7              10             7              
Name8427       Surname8427    9              5              4              7              3              4              4              
Name8428       Surname8428    5              9              6              5              0              9              6              
Name8429       Surname8429    6              1              4              0              6              3              10             
Name8430       Surname8430    10             5              9              5              10             0              9              
Name8431       Surname8431    0              10             8              3              0              3              2              
Name8432       Surname8432    6              6              2              5              5              3              3              
Name8433       Surname8433    1              8              7              10             7              8              9              
Name8434       Surname8434    0              9              1              9              4              10             9              
Name8435       Surname8435    6              10             2              9              3              4              2              
Name8436       Surname8436    5              8              4              4              0              4              6              
Name8437       Surname8437    5              0              3              9              7              6              4              
Name8438       Surname8438    8              7              6              2              4              0              9              
Name8439       Surname8439    3              6              1              6              3              5              0              
Name8440       Surname8440    1              9              0              10             9              9              8              
Name8441       Surname8441    7              6              5              0              8              4              1              
Name8442       Surname8442    8              10             6              8              4              3              0              
Name8443       Surname8443    0              0              9              7              9              10             8              
Name8444       Surname8444    8              4              9              9              6              5              2              
Name8445       Surname8445    10             7              10             7              7              5              9              
Name8446       Surname8446    1              9              1              7              3              5              8              
Name8447       Surname8447    8              3              3              6              9              5              6              
Name8448       Surname8448    8              10             6              9              9              4              6              
Name8449       Surname8449    1              8              0              7              8              4              1              
Name8450       Surname8450    10             4              7              8              2              0              0              
Name8451       Surname8451    0              10             4              0              5              5              5              
Name8452       Surname8452    7              9              0              10             8              4              7              
Name8453       Surname8453    2              8              3              8              2              9              9              
Name8454       Surname8454    1              4              6              6              4              1              6              
Name8455       Surname8455    4              8              6              7              7              8              0              
Name8456       Surname8456    10             3              8              5              0              8              7              
Name8457       Surname8457    0              9              4              9              7              10             3              
Name8458       Surname8458    5              8              7              3              3              2              10             
Name8459       Surname8459    10             8              10             1              8              5              9              
Name8460       Surname8460    10             10             6              2              5              7              2              
Name8461       Surname8461    2              3              2              8              4              9              0              
Name8462       Surname8462    2              0              6              8              5              10             5              
Name8463       Surname8463    2              6              10             4              6              2              1              
Name8464       Surname8464    1              5              6              2              9              7              4              
Name8465       Surname8465    3              4              6              0              10             3              5              
Name8466       Surname8466    10             4              2              10             10             10             4              
Name8467       Surname8467    2              7              3              4              5              2              4              
Name8468       Surname8468    6              9              3              6              7              7              6              
Name8469       Surname8469    9              1              6              7              2              9              10             
Name8470       Surname8470    0              5              0              6              0              4              1              
Name8471       Surname8471    7              9              3              8              7              5              10             
Name8472       Surname8472    8              0              5              10             6              4              1              
Name8473       Surname8473    5              6              8              2              10             3              2              
Name8474       Surname8474    9              3              8              0              4              4              5              
Name8475       Surname8475    3              7              6              10             2              10             8              
Name8476       Surname8476    4              9              3              4              9              4              1              
Name8477       Surname8477    5              5              9              7              8              2              1              
Name8478       Surname8478    9              7              2              7              6              1              4              
Name8479       Surname8479    2              2              2              6              10             1              3              
Name8480       Surname8480    0              6              5              10             0              2              5              
Name8481       Surname8481    7              2              1              2              2              3              5              
Name8482       Surname8482    8              7              7              5              9              2              3              
Name8483       Surname8483    7              6              2              0              2              5              5              
Name8484       Surname8484    7              9              7              8              1              3              3              
Name8485       Surname8485    5              6              1              1              2              4              10             
Name8486       Surname8486    3              7              4              6              10             8              6              
Name8487       Surname8487    9              2              8              0              10             2              1              
Name8488       Surname8488    1              10             2              7              2              7              6              
Name8489       Surname8489    3              7              9              3              10             9              5              
Name8490       Surname8490    10             10             2              10             10             5              1              
Name8491       Surname8491    6              10             4              0              5              1              2              
Name8492       Surname8492    8              9              2              10             9              4              9              
Name8493       Surname8493    3              2              3              6              8              7              10             
Name8494       Surname8494    0              0              10             9              0              3              1              
Name8495       Surname8495    1              3              0              8              1              10             1              
Name8496       Surname8496    9              8              1              8              1              2              2              
Name8497       Surname8497    4              1              0              1              7              5              9              
Name8498       Surname8498    5              7              6              7              0              2              0              
Name8499       Surname8499    8              8              2              3              1              9              7              
Name8500       Surname8500    10             2              4              2              5              2              1              
Name8501       Surname8501    5              8              10             9              7              2              4              
Name8502       Surname8502    2              3              3              4              0              7              7              
Name8503       Surname8503    3              7              10             3              1              8              0              
Name8504       Surname8504    5              5              4              9              2              0              1              
Name8505       Surname8505    10             8              7              3              2              5              3              
Name8506       Surname8506    5              3              3              1              6              4              6              
Name8507       Surname8507    8              8              4              7              2              0              8              
Name8508       Surname8508    0              10             1              6              10             1              0              
Name8509       Surname8509    9              5              9              0              8              5              2              
Name8510       Surname8510    5              1              1              7              4              2              9              
Name8511       Surname8511    3              0              5              0              3              8              4              
Name8512       Surname8512    10             0              1              1              6              6              3              
Name8513       Surname8513    0              5              2              3              0              3              3              
Name8514       Surname8514    0              0              5              0              4              10             7              
Name8515       Surname8515    8              6              2              0              0              6              7              
Name8516       Surname8516    4              3              4              1              5              8              0              
Name8517       Surname8517    6              7              4              1              2              7              10             
Name8518       Surname8518    10             7              8              3              6              7              7              
Name8519       Surname8519    9              4              7              1              3              10             0              
Name8520       Surname8520    8              9              9              4              6              8              6              
Name8521       Surname8521    1              9              2              1              1              6              3              
Name8522       Surname8522    4              4              5              8              1              1              8              
Name8523       Surname8523    6              1              2              5              1              0              2              
Name8524       Surname8524    7              6              3              3              3              4              8              
Name8525       Surname8525    8              10             2              1              8              1              1              
Name8526       Surname8526    2              5              3              0              9              2              7              
Name8527       Surname8527    7              5              4              3              7              0              5              
Name8528       Surname8528    9              10             5              3              4              7              4              
Name8529       Surname8529    8              6              4              3              0              2              10             
Name8530       Surname8530    8              6              1              7              5              10             4              
Name8531       Surname8531    10             0              9              5              5              8              8              
Name8532       Surname8532    8              9              1              2              1              3              8              
Name8533       Surname8533    9              9              3              4              0              1              0              
Name8534       Surname8534    1              5              9              1              1              8              2              
Name8535       Surname8535    9              4              6              8              2              3              0              
Name8536       Surname8536    9              3              2              5              2              1              8              
Name8537       Surname8537    10             7              8              8              6              3              10             
Name8538       Surname8538    9              9              4              5              0              0              1              
Name8539       Surname8539    6              4              9              1              5              8              8              
Name8540       Surname8540    5              7              10             6              1              7              2              
Name8541       Surname8541    5              2              9              5              1              0              8              
Name8542       Surname8542    4              1              4              10             7              6              7              
Name8543       Surname8543    5              3              10             4              7              0              1              
Name8544       Surname8544    6              9              9              9              6              9              9              
Name8545       Surname8545    4              3              2              10             1              0              7              
Name8546       Surname8546    10             6              7              1              1              5              6              
Name8547       Surname8547    10             0              10             8              6              5              3              
Name8548       Surname8548    3              8              10             0              6              2              0              
Name8549       Surname8549    9              1              0              1              3              0              6              
Name8550       Surname8550    4              2              4              5              8              6              2              
Name8551       Surname8551    9              4              0              6              9              7              3              
Name8552       Surname8552    2              8              4              0              3              6              0              
Name8553       Surname8553    5              9              4              4              0              4              2              
Name8554       Surname8554    4              10             8              1              2              0              9              
Name8555       Surname8555    3              2              10             5              2              5              7              
Name8556       Surname8556    3              9              3              4              7              2              4              
Name8557       Surname8557    4              2              2              0              0              7              2              
Name8558       Surname8558    9              5              10             2              2              0              10             
Name8559       Surname8559    9              3              4              1              5              4              8              
Name8560       Surname8560    5              7              7              9              6              1              3              
Name8561       Surname8561    5              4              2              0              0              7              6              
Name8562       Surname8562    8              7              0              6              1              3              9              
Name8563       Surname8563    4              2              4              4              5              10             3              
Name8564       Surname8564    1              3              4              9              9              10             6              
Name8565       Surname8565    1              5              6              3              0              0              6              
Name8566       Surname8566    1              2              9              1              4              8              3              
Name8567       Surname8567    10             1              7              10             9              4              8              
Name8568       Surname8568    9              6              7              8              8              8              1              
Name8569       Surname8569    3              10             9              5              3              10             5              
Name8570       Surname8570    1              4              8              0              1              8              3              
Name8571       Surname8571    5              3              2              7              9              10             6              
Name8572       Surname8572    7              6              1              4              10             1              5              
Name8573       Surname8573    6              1              5              2              8              6              6              
Name8574       Surname8574    6              7              2              1              2              2              7              
Name8575       Surname8575    5              4              6              5              2              9              5              
Name8576       Surname8576    8              8              3              10             8              0              2              
Name8577       Surname8577    3              10             2              8              9              1              10             
Name8578       Surname8578    3              1              2              4              8              9              5              
Name8579       Surname8579    6              1              4              1              5              3              4              
Name8580       Surname8580    3              7              7              1              8              9              1              
Name8581       Surname8581    8              2              7              6              8              7              4              
Name8582       Surname8582    0              0              2              1              7              3              0              
Name8583       Surname8583    10             0              2              3              5              9              6              
Name8584       Surname8584    2              2              8              2              1              8              7              
Name8585       Surname8585    7              7              3              7              1              8              5              
Name8586       Surname8586    8              6              5              0              2              4              5              
Name8587       Surname8587    0              7              1              5              8              9              3              
Name8588       Surname8588    9              2              7              10             7              6              6              
Name8589       Surname8589    8              3              1              7              9              10             2              
Name8590       Surname8590    3              9              4              2              4              10             2              
Name8591       Surname8591    0              8              5              5              1              2              0              
Name8592       Surname8592    10             1              1              4              9              9              4              
Name8593       Surname8593    7              9              4              9              8              3              4              
Name8594       Surname8594    10             10             5              5              4              8              2              
Name8595       Surname8595    2              7              7              8              6              4              10             
Name8596       Surname8596    6              8              5              2              3              0              9              
Name8597       Surname8597    10             0              2              10             10             5              9              
Name8598       Surname8598    8              10             6              4              1              6              1              
Name8599       Surname8599    9              10             8              5              10             10             10             
Name8600       Surname8600    0              7              9              7              5              8              0              
Name8601       Surname8601    8              0              0              4              3              9              9              
Name8602       Surname8602    7              1              1              2              1              2              9              
Name8603       Surname8603    2              2              9              10             3              8              8              
Name8604       Surname8604    5              0              0              3              8              10             8              
Name8605       Surname8605    3              9              0              7              10             0              8              
Name8606       Surname8606    10             6              4              0              3              0              8              
Name8607       Surname8607    3              8              0              8              3              1              5              
Name8608       Surname8608    9              1              7              5              6              2              0              
Name8609       Surname8609    10             5              10             7              6              5              9              
Name8610       Surname8610    7              10             0              1              3              4              4              
Name8611       Surname8611    9              8              2              0              7              2              2              
Name8612       Surname8612    2              0              0              6              2              7              1              
Name8613       Surname8613    6              2              8              5              7              10             7              
Name8614       Surname8614    7              0              1              5              5              6              2              
Name8615       Surname8615    0              0              8              0              10             7              4              
Name8616       Surname8616    3              3              1              2              1              3              6              
Name8617       Surname8617    8              2              8              8              0              9              10             
Name8618       Surname8618    0              2              10             1              1              2              8              
Name8619       Surname8619    8              0              3              4              10             1              10             
Name8620       Surname8620    3              7              6              9              3              6              7              
Name8621       Surname8621    5              4              9              1              10             2              4              
Name8622       Surname8622    7              3              3              4              0              3              5              
Name8623       Surname8623    9              8              9              6              2              5              8              
Name8624       Surname8624    10             3              7              0              4              2              7              
Name8625       Surname8625    4              5              10             1              0              2              3              
Name8626       Surname8626    3              8              7              5              0              2              3              
Name8627       Surname8627    7              9              10             2              3              7              3              
Name8628       Surname8628    5              1              8              3              10             9              1              
Name8629       Surname8629    4              7              4              2              3              10             10             
Name8630       Surname8630    2              0              8              7              3              2              2              
Name8631       Surname8631    5              6              3              6              8              5              5              
Name8632       Surname8632    6              2              3              2              0              7              3              
Name8633       Surname8633    5              10             5              5              10             5              10             
Name8634       Surname8634    2              1              2              6              1              10             4              
Name8635       Surname8635    10             2              7              3              1              7              1              
Name8636       Surname8636    1              10             9              0              4              8              4              
Name8637       Surname8637    10             2              5              10             7              1              6              
Name8638       Surname8638    10             10             5              0              4              2              6              
Name8639       Surname8639    10             1              4              3              6              0              0              
Name8640       Surname8640    10             9              3              5              0              8              7              
Name8641       Surname8641    0              3              8              10             0              8              1              
Name8642       Surname8642    7              5              4              4              0              2              10             
Name8643       Surname8643    7              8              2              9              3              2              8              
Name8644       Surname8644    1              10             4              9              7              9              4              
Name8645       Surname8645    7              4              4              9              1              3              1              
Name8646       Surname8646    6              8              1              6              10             10             10             
Name8647       Surname8647    6              8              0              8              6              5              1              
Name8648       Surname8648    4              2              3              4              4              0              1              
Name8649       Surname8649    8              7              5              0              4              4              2              
Name8650       Surname8650    5              9              1              2              10             7              9              
Name8651       Surname8651    10             8              8              9              10             3              3              
Name8652       Surname8652    6              3              3              7              1              5              0              
Name8653       Surname8653    6              8              9              6              2              7              10             
Name8654       Surname8654    7              10             4              10             1              10             0              
Name8655       Surname8655    0              2              10             7              8              0              10             
Name8656       Surname8656    8              6              2              9              4              9              2              
Name8657       Surname8657    9              8              1              1              8              10             6              
Name8658       Surname8658    0              0              1              0              10             10             8              
Name8659       Surname8659    0              10             9              10             5              10             0              
Name8660       Surname8660    3              2              4              0              6              6              5              
Name8661       Surname8661    8              0              3              3              0              4              2              
Name8662       Surname8662    7              4              10             5              9              4              10             
Name8663       Surname8663    6              1              7              0              8              8              0              
Name8664       Surname8664    4              0              9              1              9              7              6              
Name8665       Surname8665    10             3              8              3              0              6              2              
Name8666       Surname8666    6              5              10             3              2              5              5              
